"Datum","Umsatz","Warentyp","Temperatur","Wochentag","KielerWoche","Jahr","Monat","Tag","Ferienname","Feiertag"
2016-02-26,89.2970054722185,"Croissant",3.625,"Freitag",0,"2016","2","26","0","0"
2016-02-27,112.734042896824,"Croissant",1.5,"Samstag",0,"2016","2","27","0","0"
2016-02-28,143.402789700727,"Croissant",3.5,"Sonntag",0,"2016","2","28","0","0"
2016-02-29,85.4670939199535,"Croissant",2.125,"Montag",0,"2016","2","29","0","0"
2016-03-01,71.0119127390675,"Croissant",2.25,"Dienstag",0,"2016","3","1","0","0"
2016-03-02,93.7217542076897,"Croissant",5,"Mittwoch",0,"2016","3","2","0","0"
2016-03-03,88.9616745803378,"Croissant",4.75,"Donnerstag",0,"2016","3","3","0","0"
2016-03-04,98.7464106170893,"Croissant",3.875,"Freitag",0,"2016","3","4","0","0"
2016-03-05,105.454582350578,"Croissant",3.25,"Samstag",0,"2016","3","5","0","0"
2016-03-06,125.253628707352,"Croissant",4.5,"Sonntag",0,"2016","3","6","0","0"
2016-03-07,104.963466896837,"Croissant",4.75,"Montag",0,"2016","3","7","0","0"
2016-03-08,73.2317211493194,"Croissant",5,"Dienstag",0,"2016","3","8","0","0"
2016-03-09,112.702195949417,"Croissant",6.75,"Mittwoch",0,"2016","3","9","0","0"
2016-03-10,60.8341417156009,"Croissant",4.375,"Donnerstag",0,"2016","3","10","0","0"
2016-03-11,91.4520450012182,"Croissant",3.5,"Freitag",0,"2016","3","11","0","0"
2016-03-12,123.879594747325,"Croissant",2.75,"Samstag",0,"2016","3","12","0","0"
2016-03-13,141.827571462778,"Croissant",0.875,"Sonntag",0,"2016","3","13","0","0"
2016-03-14,106.168003108515,"Croissant",5,"Montag",0,"2016","3","14","0","0"
2016-03-15,85.1205684450089,"Croissant",5.75,"Dienstag",0,"2016","3","15","0","0"
2016-03-16,103.320840659689,"Croissant",6.375,"Mittwoch",0,"2016","3","16","0","0"
2016-03-17,102.115552422329,"Croissant",9.25,"Donnerstag",0,"2016","3","17","0","0"
2016-03-18,83.2732058217668,"Croissant",5.375,"Freitag",0,"2016","3","18","0","0"
2016-03-19,139.178861828601,"Croissant",6,"Samstag",0,"2016","3","19","0","0"
2016-03-20,184.166261199202,"Croissant",8.625,"Sonntag",0,"2016","3","20","0","0"
2016-03-21,112.199506864566,"Croissant",7.5,"Montag",0,"2016","3","21","0","0"
2016-03-22,106.189967034507,"Croissant",8.125,"Dienstag",0,"2016","3","22","0","0"
2016-03-23,108.098676775929,"Croissant",9.125,"Mittwoch",0,"2016","3","23","0","0"
2016-03-26,284.681250764875,"Croissant",9.75,"Samstag",0,"2016","3","26","Osterferien","0"
2016-03-27,189.788106034315,"Croissant",8.625,"Sonntag",0,"2016","3","27","Osterferien","0"
2016-03-28,222.678061175997,"Croissant",11.625,"Montag",0,"2016","3","28","Osterferien","Ostermontag"
2016-03-29,102.221734637477,"Croissant",10,"Dienstag",0,"2016","3","29","Osterferien","0"
2016-03-30,117.881664269555,"Croissant",8.5,"Mittwoch",0,"2016","3","30","Osterferien","0"
2016-03-31,126.127818313849,"Croissant",9,"Donnerstag",0,"2016","3","31","Osterferien","0"
2016-04-01,111.815006377573,"Croissant",9.125,"Freitag",0,"2016","4","1","Osterferien","0"
2016-04-02,189.133194226414,"Croissant",12.75,"Samstag",0,"2016","4","2","Osterferien","0"
2016-04-03,166.207053633233,"Croissant",15.5,"Sonntag",0,"2016","4","3","Osterferien","0"
2016-04-04,128.292980884662,"Croissant",17.375,"Montag",0,"2016","4","4","Osterferien","0"
2016-04-05,99.5827121199856,"Croissant",10,"Dienstag",0,"2016","4","5","Osterferien","0"
2016-04-06,97.0822637355334,"Croissant",11.125,"Mittwoch",0,"2016","4","6","Osterferien","0"
2016-04-07,107.132064321167,"Croissant",8.625,"Donnerstag",0,"2016","4","7","Osterferien","0"
2016-04-08,120.523884707092,"Croissant",9,"Freitag",0,"2016","4","8","Osterferien","0"
2016-04-09,109.938038337504,"Croissant",10.125,"Samstag",0,"2016","4","9","Osterferien","0"
2016-04-10,129.352661247474,"Croissant",10.875,"Sonntag",0,"2016","4","10","0","0"
2016-04-11,108.061463379292,"Croissant",10,"Montag",0,"2016","4","11","0","0"
2016-04-12,94.4609362964128,"Croissant",8,"Dienstag",0,"2016","4","12","0","0"
2016-04-13,103.935299590913,"Croissant",9.75,"Mittwoch",0,"2016","4","13","0","0"
2016-04-14,91.246014388283,"Croissant",10,"Donnerstag",0,"2016","4","14","0","0"
2016-04-15,86.3777902545636,"Croissant",10.625,"Freitag",0,"2016","4","15","0","0"
2016-04-16,163.804926988699,"Croissant",12.75,"Samstag",0,"2016","4","16","0","0"
2016-04-17,151.966394520198,"Croissant",9.875,"Sonntag",0,"2016","4","17","0","0"
2016-04-18,80.6868758615905,"Croissant",9.625,"Montag",0,"2016","4","18","0","0"
2016-04-19,97.9279177062117,"Croissant",9.5,"Dienstag",0,"2016","4","19","0","0"
2016-04-20,69.0284229573483,"Croissant",10.5,"Mittwoch",0,"2016","4","20","0","0"
2016-04-21,92.3729306588041,"Croissant",11.625,"Donnerstag",0,"2016","4","21","0","0"
2016-04-22,96.0566519540133,"Croissant",10.5,"Freitag",0,"2016","4","22","0","0"
2016-04-23,123.22570358776,"Croissant",8.875,"Samstag",0,"2016","4","23","0","0"
2016-04-24,153.324122317668,"Croissant",5.75,"Sonntag",0,"2016","4","24","0","0"
2016-04-25,123.274872525649,"Croissant",4.625,"Montag",0,"2016","4","25","0","0"
2016-04-26,71.8323573128756,"Croissant",2.5,"Dienstag",0,"2016","4","26","0","0"
2016-04-27,80.8725602170082,"Croissant",4.875,"Mittwoch",0,"2016","4","27","0","0"
2016-04-28,105.706858808087,"Croissant",7.5,"Donnerstag",0,"2016","4","28","0","0"
2016-04-29,82.9419491940788,"Croissant",9.75,"Freitag",0,"2016","4","29","0","0"
2016-04-30,134.027286218656,"Croissant",8,"Samstag",0,"2016","4","30","0","0"
2016-05-01,223.802785349283,"Croissant",10.75,"Sonntag",0,"2016","5","1","0","0"
2016-05-02,95.4131027318739,"Croissant",17.875,"Montag",0,"2016","5","2","0","0"
2016-05-03,78.2337652654008,"Croissant",11.375,"Dienstag",0,"2016","5","3","0","0"
2016-05-04,130.920505347872,"Croissant",12.375,"Mittwoch",0,"2016","5","4","0","0"
2016-05-05,189.486215784858,"Croissant",15.125,"Donnerstag",0,"2016","5","5","0","0"
2016-05-06,223.695167377294,"Croissant",19,"Freitag",0,"2016","5","6","0","0"
2016-05-07,234.423968466887,"Croissant",22.125,"Samstag",0,"2016","5","7","0","0"
2016-05-08,223.450408926695,"Croissant",21.375,"Sonntag",0,"2016","5","8","0","0"
2016-05-09,129.465698741399,"Croissant",19.875,"Montag",0,"2016","5","9","0","0"
2016-05-10,72.9835247548076,"Croissant",20.875,"Dienstag",0,"2016","5","10","0","0"
2016-05-11,141.551854340505,"Croissant",20.625,"Mittwoch",0,"2016","5","11","0","0"
2016-05-12,111.749909512964,"Croissant",15.625,"Donnerstag",0,"2016","5","12","0","0"
2016-05-13,122.600995902318,"Croissant",17.5,"Freitag",0,"2016","5","13","0","0"
2016-05-14,222.19069618993,"Croissant",10,"Samstag",0,"2016","5","14","0","0"
2016-05-15,233.964586111884,"Croissant",9.75,"Sonntag",0,"2016","5","15","0","0"
2016-05-16,243.572747061241,"Croissant",11.25,"Montag",0,"2016","5","16","0","0"
2016-05-17,155.81645216738,"Croissant",10.75,"Dienstag",0,"2016","5","17","0","0"
2016-05-18,112.530997859032,"Croissant",16.75,"Mittwoch",0,"2016","5","18","0","0"
2016-05-19,129.892096900825,"Croissant",19.5,"Donnerstag",0,"2016","5","19","0","0"
2016-05-20,134.003083415072,"Croissant",14.75,"Freitag",0,"2016","5","20","0","0"
2016-05-21,175.636694299349,"Croissant",19.375,"Samstag",0,"2016","5","21","0","0"
2016-05-22,194.032210815487,"Croissant",25,"Sonntag",0,"2016","5","22","0","0"
2016-05-23,138.761811140948,"Croissant",15.5,"Montag",0,"2016","5","23","0","0"
2016-05-24,138.349557509955,"Croissant",14.25,"Dienstag",0,"2016","5","24","0","0"
2016-05-25,93.5805022963291,"Croissant",16.5,"Mittwoch",0,"2016","5","25","0","0"
2016-05-26,107.902859794621,"Croissant",14.375,"Donnerstag",0,"2016","5","26","0","0"
2016-05-27,155.749888701697,"Croissant",15.875,"Freitag",0,"2016","5","27","0","0"
2016-05-28,247.070837260053,"Croissant",18.625,"Samstag",0,"2016","5","28","0","0"
2016-05-29,201.949752631363,"Croissant",17,"Sonntag",0,"2016","5","29","0","0"
2016-05-30,107.195033511458,"Croissant",20.25,"Montag",0,"2016","5","30","0","0"
2016-05-31,75.1225395305266,"Croissant",20.625,"Dienstag",0,"2016","5","31","0","0"
2016-06-01,102.647483208157,"Croissant",21.75,"Mittwoch",0,"2016","6","1","0","0"
2016-06-02,81.0016777964952,"Croissant",21.5,"Donnerstag",0,"2016","6","2","0","0"
2016-06-03,119.434613145659,"Croissant",21.875,"Freitag",0,"2016","6","3","0","0"
2016-06-04,186.288225946355,"Croissant",24.5,"Samstag",0,"2016","6","4","0","0"
2016-06-05,204.02382551188,"Croissant",25.25,"Sonntag",0,"2016","6","5","0","0"
2016-06-06,114.794611851092,"Croissant",22.875,"Montag",0,"2016","6","6","0","0"
2016-06-07,111.50908281886,"Croissant",25.375,"Dienstag",0,"2016","6","7","0","0"
2016-06-08,139.4508539836,"Croissant",18.875,"Mittwoch",0,"2016","6","8","0","0"
2016-06-09,114.020491132883,"Croissant",19.5,"Donnerstag",0,"2016","6","9","0","0"
2016-06-10,129.407445698529,"Croissant",18.125,"Freitag",0,"2016","6","10","0","0"
2016-06-11,228.439799511311,"Croissant",17.375,"Samstag",0,"2016","6","11","0","0"
2016-06-12,207.792906901658,"Croissant",13.875,"Sonntag",0,"2016","6","12","0","0"
2016-06-13,141.781000615203,"Croissant",15.25,"Montag",0,"2016","6","13","0","0"
2016-06-14,100.912492228875,"Croissant",16.5,"Dienstag",0,"2016","6","14","0","0"
2016-06-15,110.978634293169,"Croissant",18.25,"Mittwoch",0,"2016","6","15","0","0"
2016-06-16,86.6321388895877,"Croissant",18.25,"Donnerstag",0,"2016","6","16","0","0"
2016-06-17,111.578949303683,"Croissant",18.125,"Freitag",0,"2016","6","17","0","0"
2016-06-18,210.995958062752,"Croissant",18,"Samstag",1,"2016","6","18","0","0"
2016-06-19,221.472814024848,"Croissant",16,"Sonntag",1,"2016","6","19","0","0"
2016-06-20,160.366420638134,"Croissant",20.875,"Montag",1,"2016","6","20","0","0"
2016-06-21,147.991076622665,"Croissant",19.875,"Dienstag",1,"2016","6","21","0","0"
2016-06-22,132.946056097799,"Croissant",22.125,"Mittwoch",1,"2016","6","22","0","0"
2016-06-23,161.58432145411,"Croissant",27.875,"Donnerstag",1,"2016","6","23","0","0"
2016-06-24,161.274225315318,"Croissant",24.125,"Freitag",1,"2016","6","24","0","0"
2016-06-25,330.478660501536,"Croissant",18.25,"Samstag",1,"2016","6","25","0","0"
2016-06-26,240.674329382729,"Croissant",19.25,"Sonntag",1,"2016","6","26","0","0"
2016-06-27,145.138260293234,"Croissant",19.375,"Montag",0,"2016","6","27","0","0"
2016-06-28,161.869224113387,"Croissant",18.375,"Dienstag",0,"2016","6","28","0","0"
2016-06-29,138.086225716019,"Croissant",18.75,"Mittwoch",0,"2016","6","29","0","0"
2016-06-30,136.640373498376,"Croissant",18.25,"Donnerstag",0,"2016","6","30","0","0"
2016-07-01,148.845304362305,"Croissant",19.25,"Freitag",0,"2016","7","1","0","0"
2016-07-02,235.678451999105,"Croissant",15.625,"Samstag",0,"2016","7","2","0","0"
2016-07-03,198.57572478932,"Croissant",17.125,"Sonntag",0,"2016","7","3","0","0"
2016-07-04,101.501372957599,"Croissant",17.25,"Montag",0,"2016","7","4","0","0"
2016-07-05,139.603404199373,"Croissant",17.125,"Dienstag",0,"2016","7","5","0","0"
2016-07-06,164.349099555347,"Croissant",16.5,"Mittwoch",0,"2016","7","6","0","0"
2016-07-08,157.876878826052,"Croissant",19.125,"Freitag",0,"2016","7","8","0","0"
2016-07-09,246.879387896932,"Croissant",19.125,"Samstag",0,"2016","7","9","0","0"
2016-07-10,216.585703890106,"Croissant",24.125,"Sonntag",0,"2016","7","10","0","0"
2016-07-11,179.278876112019,"Croissant",20,"Montag",0,"2016","7","11","0","0"
2016-07-12,170.230875748386,"Croissant",19.125,"Dienstag",0,"2016","7","12","0","0"
2016-07-13,179.907364672447,"Croissant",16.375,"Mittwoch",0,"2016","7","13","0","0"
2016-07-14,218.801690747843,"Croissant",16.375,"Donnerstag",0,"2016","7","14","0","0"
2016-07-15,188.310124766528,"Croissant",17,"Freitag",0,"2016","7","15","0","0"
2016-07-16,223.292333174144,"Croissant",18,"Samstag",0,"2016","7","16","0","0"
2016-07-17,240.984092016883,"Croissant",17.25,"Sonntag",0,"2016","7","17","0","0"
2016-07-19,231.302041791688,"Croissant",22.375,"Dienstag",0,"2016","7","19","0","0"
2016-07-20,225.94725477004,"Croissant",26,"Mittwoch",0,"2016","7","20","0","0"
2016-07-21,214.795915124578,"Croissant",25.875,"Donnerstag",0,"2016","7","21","0","0"
2016-07-22,218.193724524142,"Croissant",26,"Freitag",0,"2016","7","22","0","0"
2016-07-23,300.402606623953,"Croissant",25.375,"Samstag",0,"2016","7","23","0","0"
2016-07-24,257.179272866847,"Croissant",25.25,"Sonntag",0,"2016","7","24","0","0"
2016-07-25,282.729423408297,"Croissant",25.375,"Montag",0,"2016","7","25","Sommerferien","0"
2016-07-26,311.186206266119,"Croissant",21.875,"Dienstag",0,"2016","7","26","Sommerferien","0"
2016-07-27,296.787317629001,"Croissant",21.375,"Mittwoch",0,"2016","7","27","Sommerferien","0"
2016-07-28,339.772120514901,"Croissant",21.25,"Donnerstag",0,"2016","7","28","Sommerferien","0"
2016-07-29,313.051127748557,"Croissant",21,"Freitag",0,"2016","7","29","Sommerferien","0"
2016-07-30,396.978002151989,"Croissant",19.625,"Samstag",0,"2016","7","30","Sommerferien","0"
2016-07-31,352.721178327364,"Croissant",17.375,"Sonntag",0,"2016","7","31","Sommerferien","0"
2016-08-01,315.867116776854,"Croissant",18.5,"Montag",0,"2016","8","1","Sommerferien","0"
2016-08-02,307.195889740818,"Croissant",19.75,"Dienstag",0,"2016","8","2","Sommerferien","0"
2016-08-03,324.063160689359,"Croissant",19.375,"Mittwoch",0,"2016","8","3","Sommerferien","0"
2016-08-04,294.953956111065,"Croissant",20.375,"Donnerstag",0,"2016","8","4","Sommerferien","0"
2016-08-05,307.366610857395,"Croissant",20.5,"Freitag",0,"2016","8","5","Sommerferien","0"
2016-08-06,326.032069049756,"Croissant",17.5,"Samstag",0,"2016","8","6","Sommerferien","0"
2016-08-07,327.052753961083,"Croissant",21.125,"Sonntag",0,"2016","8","7","Sommerferien","0"
2016-08-08,277.881342355861,"Croissant",19,"Montag",0,"2016","8","8","Sommerferien","0"
2016-08-09,320.651490164019,"Croissant",15.375,"Dienstag",0,"2016","8","9","Sommerferien","0"
2016-08-10,315.42015433627,"Croissant",14.5,"Mittwoch",0,"2016","8","10","Sommerferien","0"
2016-08-11,312.998425205478,"Croissant",13.875,"Donnerstag",0,"2016","8","11","Sommerferien","0"
2016-08-12,316.412519279478,"Croissant",18.25,"Freitag",0,"2016","8","12","Sommerferien","0"
2016-08-13,402.860567190888,"Croissant",18.125,"Samstag",0,"2016","8","13","Sommerferien","0"
2016-08-16,268.715042972505,"Croissant",19.375,"Dienstag",0,"2016","8","16","Sommerferien","0"
2016-08-17,274.152347904724,"Croissant",19.571428,"Mittwoch",0,"2016","8","17","Sommerferien","0"
2016-08-18,287.765747135281,"Croissant",18.25,"Donnerstag",0,"2016","8","18","Sommerferien","0"
2016-08-19,264.579771990774,"Croissant",20.375,"Freitag",0,"2016","8","19","Sommerferien","0"
2016-08-20,383.298667769012,"Croissant",20.25,"Samstag",0,"2016","8","20","Sommerferien","0"
2016-08-21,259.585275102001,"Croissant",19.875,"Sonntag",0,"2016","8","21","Sommerferien","0"
2016-08-22,138.3366983689,"Croissant",18.375,"Montag",0,"2016","8","22","Sommerferien","0"
2016-08-23,184.170367057689,"Croissant",21.75,"Dienstag",0,"2016","8","23","Sommerferien","0"
2016-08-24,170.353220830059,"Croissant",25.375,"Mittwoch",0,"2016","8","24","Sommerferien","0"
2016-08-25,181.842118829346,"Croissant",28.375,"Donnerstag",0,"2016","8","25","Sommerferien","0"
2016-08-26,166.402064505158,"Croissant",27.75,"Freitag",0,"2016","8","26","Sommerferien","0"
2016-08-27,277.903100318237,"Croissant",20.375,"Samstag",0,"2016","8","27","Sommerferien","0"
2016-08-28,256.176762589354,"Croissant",21.875,"Sonntag",0,"2016","8","28","Sommerferien","0"
2016-08-29,136.29657520517,"Croissant",18.5,"Montag",0,"2016","8","29","Sommerferien","0"
2016-08-30,160.336321801591,"Croissant",20.25,"Dienstag",0,"2016","8","30","Sommerferien","0"
2016-08-31,163.49670308802,"Croissant",23.125,"Mittwoch",0,"2016","8","31","Sommerferien","0"
2016-09-01,184.329861039082,"Croissant",20.25,"Donnerstag",0,"2016","9","1","Sommerferien","0"
2016-09-02,161.932437682552,"Croissant",19.125,"Freitag",0,"2016","9","2","Sommerferien","0"
2016-09-03,269.483931194562,"Croissant",19.25,"Samstag",0,"2016","9","3","Sommerferien","0"
2016-09-04,221.580285871103,"Croissant",19.25,"Sonntag",0,"2016","9","4","0","0"
2016-09-05,126.457096377826,"Croissant",19.125,"Montag",0,"2016","9","5","0","0"
2016-09-06,122.486688739232,"Croissant",21.75,"Dienstag",0,"2016","9","6","0","0"
2016-09-07,125.901174672784,"Croissant",23.625,"Mittwoch",0,"2016","9","7","0","0"
2016-09-08,123.558512923317,"Croissant",25.625,"Donnerstag",0,"2016","9","8","0","0"
2016-09-09,152.138133385527,"Croissant",21.375,"Freitag",0,"2016","9","9","0","0"
2016-09-10,280.009462399262,"Croissant",23.875,"Samstag",0,"2016","9","10","0","0"
2016-09-11,209.960575918,"Croissant",20.875,"Sonntag",0,"2016","9","11","0","0"
2016-09-12,155.471605350608,"Croissant",25.375,"Montag",0,"2016","9","12","0","0"
2016-09-13,176.251944609301,"Croissant",27.875,"Dienstag",0,"2016","9","13","0","0"
2016-09-14,151.863811050942,"Croissant",25.25,"Mittwoch",0,"2016","9","14","0","0"
2016-09-15,135.288518813294,"Croissant",23.75,"Donnerstag",0,"2016","9","15","0","0"
2016-09-16,161.752881879896,"Croissant",22.75,"Freitag",0,"2016","9","16","0","0"
2016-09-17,215.046440523193,"Croissant",18.875,"Samstag",0,"2016","9","17","0","0"
2016-09-18,197.307853070949,"Croissant",16.75,"Sonntag",0,"2016","9","18","0","0"
2016-09-19,122.536393643501,"Croissant",17,"Montag",0,"2016","9","19","0","0"
2016-09-20,131.214401149036,"Croissant",17.5,"Dienstag",0,"2016","9","20","0","0"
2016-09-21,118.573978194193,"Croissant",18.375,"Mittwoch",0,"2016","9","21","0","0"
2016-09-22,121.812793900583,"Croissant",18.5,"Donnerstag",0,"2016","9","22","0","0"
2016-09-23,114.784833689674,"Croissant",18.625,"Freitag",0,"2016","9","23","0","0"
2016-09-24,147.403447349753,"Croissant",18.625,"Samstag",0,"2016","9","24","0","0"
2016-09-25,171.298099810589,"Croissant",21.375,"Sonntag",0,"2016","9","25","0","0"
2016-09-26,100.656797037996,"Croissant",18.25,"Montag",0,"2016","9","26","0","0"
2016-09-27,106.824179540477,"Croissant",19.875,"Dienstag",0,"2016","9","27","0","0"
2016-09-28,108.052540485998,"Croissant",19.125,"Mittwoch",0,"2016","9","28","0","0"
2016-09-29,113.054146061102,"Croissant",17.375,"Donnerstag",0,"2016","9","29","0","0"
2016-09-30,129.269260103097,"Croissant",14,"Freitag",0,"2016","9","30","0","0"
2016-10-01,166.963999835678,"Croissant",15.875,"Samstag",0,"2016","10","1","0","0"
2016-10-02,186.732360367454,"Croissant",15.75,"Sonntag",0,"2016","10","2","0","0"
2016-10-03,182.443859182106,"Croissant",14.375,"Montag",0,"2016","10","3","0","0"
2016-10-04,123.415726677241,"Croissant",13.25,"Dienstag",0,"2016","10","4","0","0"
2016-10-05,120.624272460905,"Croissant",12,"Mittwoch",0,"2016","10","5","0","0"
2016-10-06,101.60163656775,"Croissant",11.25,"Donnerstag",0,"2016","10","6","0","0"
2016-10-07,141.93416312528,"Croissant",11.125,"Freitag",0,"2016","10","7","0","0"
2016-10-08,159.043461454141,"Croissant",11.625,"Samstag",0,"2016","10","8","0","0"
2016-10-09,181.693182252688,"Croissant",9.125,"Sonntag",0,"2016","10","9","0","0"
2016-10-10,144.619334839444,"Croissant",11.125,"Montag",0,"2016","10","10","0","0"
2016-10-11,193.457092513929,"Croissant",9.875,"Dienstag",0,"2016","10","11","0","0"
2016-10-12,159.062487471256,"Croissant",9.75,"Mittwoch",0,"2016","10","12","0","0"
2016-10-13,147.744752027756,"Croissant",10.875,"Donnerstag",0,"2016","10","13","0","0"
2016-10-14,166.32217095808,"Croissant",9.125,"Freitag",0,"2016","10","14","0","0"
2016-10-15,189.027358152441,"Croissant",8.625,"Samstag",0,"2016","10","15","0","0"
2016-10-16,213.136283121314,"Croissant",11.375,"Sonntag",0,"2016","10","16","0","0"
2016-10-17,158.15111344134,"Croissant",9.75,"Montag",0,"2016","10","17","Herbstferien","0"
2016-10-18,149.45088792686,"Croissant",13.25,"Dienstag",0,"2016","10","18","Herbstferien","0"
2016-10-19,139.392809720067,"Croissant",7.625,"Mittwoch",0,"2016","10","19","Herbstferien","0"
2016-10-20,163.589529856023,"Croissant",10.125,"Donnerstag",0,"2016","10","20","Herbstferien","0"
2016-10-21,157.154195182157,"Croissant",9.875,"Freitag",0,"2016","10","21","Herbstferien","0"
2016-10-22,142.628523419571,"Croissant",8.125,"Samstag",0,"2016","10","22","Herbstferien","0"
2016-10-23,184.302463772913,"Croissant",8.625,"Sonntag",0,"2016","10","23","Herbstferien","0"
2016-10-24,91.661343436281,"Croissant",9.25,"Montag",0,"2016","10","24","Herbstferien","0"
2016-10-25,91.4174596798256,"Croissant",9,"Dienstag",0,"2016","10","25","Herbstferien","0"
2016-10-26,124.814994354034,"Croissant",7.375,"Mittwoch",0,"2016","10","26","Herbstferien","0"
2016-10-27,81.3083736578224,"Croissant",13.375,"Donnerstag",0,"2016","10","27","Herbstferien","0"
2016-10-28,84.2028058990911,"Croissant",12.75,"Freitag",0,"2016","10","28","Herbstferien","0"
2016-10-29,110.598012441388,"Croissant",11.375,"Samstag",0,"2016","10","29","Herbstferien","0"
2016-10-30,141.901075742017,"Croissant",11,"Sonntag",0,"2016","10","30","0","0"
2016-10-31,116.957939230667,"Croissant",12.125,"Montag",0,"2016","10","31","0","0"
2016-11-01,101.44458467343,"Croissant",10.125,"Dienstag",0,"2016","11","1","0","0"
2016-11-02,90.8202443873751,"Croissant",7.25,"Mittwoch",0,"2016","11","2","0","0"
2016-11-03,111.819161696001,"Croissant",5.875,"Donnerstag",0,"2016","11","3","0","0"
2016-11-04,122.555235204681,"Croissant",7.875,"Freitag",0,"2016","11","4","0","0"
2016-11-05,115.638311931186,"Croissant",5.5,"Samstag",0,"2016","11","5","0","0"
2016-11-06,142.854624136284,"Croissant",6.625,"Sonntag",0,"2016","11","6","0","0"
2016-11-07,98.4615638799173,"Croissant",3.5,"Montag",0,"2016","11","7","0","0"
2016-11-08,79.8857514598579,"Croissant",0.75,"Dienstag",0,"2016","11","8","0","0"
2016-11-09,76.8691465964589,"Croissant",1.25,"Mittwoch",0,"2016","11","9","0","0"
2016-11-10,73.253261288051,"Croissant",4,"Donnerstag",0,"2016","11","10","0","0"
2016-11-11,81.1040142115944,"Croissant",4.875,"Freitag",0,"2016","11","11","0","0"
2016-11-12,113.479986837697,"Croissant",1.625,"Samstag",0,"2016","11","12","0","0"
2016-11-13,155.829169523759,"Croissant",1.375,"Sonntag",0,"2016","11","13","0","0"
2016-11-14,75.9976345648867,"Croissant",2,"Montag",0,"2016","11","14","0","0"
2016-11-15,84.5049657045271,"Croissant",7.75,"Dienstag",0,"2016","11","15","0","0"
2016-11-16,93.210451599767,"Croissant",8.75,"Mittwoch",0,"2016","11","16","0","0"
2016-11-17,106.092674322495,"Croissant",7.75,"Donnerstag",0,"2016","11","17","0","0"
2016-11-18,64.3170726423712,"Croissant",7.25,"Freitag",0,"2016","11","18","0","0"
2016-11-19,116.829845405325,"Croissant",6.625,"Samstag",0,"2016","11","19","0","0"
2016-11-20,142.385019678959,"Croissant",6.375,"Sonntag",0,"2016","11","20","0","0"
2016-11-21,98.333606595868,"Croissant",11.5,"Montag",0,"2016","11","21","0","0"
2016-11-22,101.236985727754,"Croissant",12.125,"Dienstag",0,"2016","11","22","0","0"
2016-11-23,91.490933306852,"Croissant",10,"Mittwoch",0,"2016","11","23","0","0"
2016-11-24,92.4017737531051,"Croissant",4.5,"Donnerstag",0,"2016","11","24","0","0"
2016-11-25,100.690163238234,"Croissant",4,"Freitag",0,"2016","11","25","0","0"
2016-11-26,129.982834329394,"Croissant",5.875,"Samstag",0,"2016","11","26","0","0"
2016-11-27,157.081764001948,"Croissant",5.625,"Sonntag",0,"2016","11","27","0","0"
2016-11-28,93.4531134753644,"Croissant",2.875,"Montag",0,"2016","11","28","0","0"
2016-11-29,89.3040391726829,"Croissant",3,"Dienstag",0,"2016","11","29","0","0"
2016-11-30,85.4312169839517,"Croissant",6.25,"Mittwoch",0,"2016","11","30","0","0"
2016-12-01,85.9494985489893,"Croissant",8.5,"Donnerstag",0,"2016","12","1","0","0"
2016-12-02,77.2714433251357,"Croissant",3.625,"Freitag",0,"2016","12","2","0","0"
2016-12-03,106.214827776906,"Croissant",-0.75,"Samstag",0,"2016","12","3","0","0"
2016-12-04,125.514576263244,"Croissant",4.125,"Sonntag",0,"2016","12","4","0","0"
2016-12-05,95.5090556206996,"Croissant",3,"Montag",0,"2016","12","5","0","0"
2016-12-06,70.1343151458493,"Croissant",6.25,"Dienstag",0,"2016","12","6","0","0"
2016-12-07,85.2212886860415,"Croissant",4.5,"Mittwoch",0,"2016","12","7","0","0"
2016-12-08,85.9084157115656,"Croissant",8.625,"Donnerstag",0,"2016","12","8","0","0"
2016-12-09,81.3562481298833,"Croissant",8.875,"Freitag",0,"2016","12","9","0","0"
2016-12-10,101.293319783939,"Croissant",9.5,"Samstag",0,"2016","12","10","0","0"
2016-12-12,77.6737672684405,"Croissant",4.875,"Montag",0,"2016","12","12","0","0"
2016-12-13,96.7761934509133,"Croissant",6.285714,"Dienstag",0,"2016","12","13","0","0"
2016-12-14,37.7392454247434,"Croissant",4.625,"Mittwoch",0,"2016","12","14","0","0"
2016-12-15,73.6976971614453,"Croissant",0,"Donnerstag",0,"2016","12","15","0","0"
2016-12-16,81.0877267943151,"Croissant",-1,"Freitag",0,"2016","12","16","0","0"
2016-12-18,174.728998356701,"Croissant",7,"Sonntag",0,"2016","12","18","0","0"
2016-12-19,86.5548623487554,"Croissant",5.75,"Montag",0,"2016","12","19","0","0"
2016-12-20,62.3552365841189,"Croissant",1.5,"Dienstag",0,"2016","12","20","0","0"
2016-12-21,101.434261871418,"Croissant",3.625,"Mittwoch",0,"2016","12","21","0","0"
2016-12-22,74.3581509870598,"Croissant",5.25,"Donnerstag",0,"2016","12","22","0","0"
2016-12-23,100.734575177249,"Croissant",6.375,"Freitag",0,"2016","12","23","Winterferien","0"
2016-12-24,77.6179363690156,"Croissant",6.125,"Samstag",0,"2016","12","24","Winterferien","0"
2016-12-27,127.178228446889,"Croissant",8.25,"Dienstag",0,"2016","12","27","Winterferien","0"
2016-12-28,137.541974900339,"Croissant",7.125,"Mittwoch",0,"2016","12","28","Winterferien","0"
